open,low,high,close,change_value,change_percent,date_gregorian,date_jalali
"499,950","498,210","512,100","511,050",12140,2.43%,2023/02/21,1401/12/02
"498,930","497,600","499,100","498,910",110,0.02%,2023/02/20,1401/12/01
"496,810","492,100","501,100","499,020",47900,10.62%,2023/02/19,1401/11/30
"450,350","450,100","451,300","451,120",5988,1.33%,2023/02/16,1401/11/27
"451,729","445,224","460,262","457,108",15062,3.3%,2023/02/14,1401/11/25
"456,970","456,800","459,100","459,070",3020,0.66%,2023/02/13,1401/11/24
"456,520","455,800","458,100","456,050",5399,1.2%,2023/02/12,1401/11/23
"451,980","446,775","458,217","450,651",1111,0.25%,2023/02/08,1401/11/19
"443,020","442,330","446,800","445,610",3240,0.73%,2023/02/07,1401/11/18
"446,040","442,110","447,600","442,370",7030,1.59%,2023/02/06,1401/11/17
"447,490","447,300","449,600","449,400",150,0.03%,2023/02/05,1401/11/16
"448,940","439,730","457,420","449,250",850,0.19%,2023/02/01,1401/11/12
"446,860","444,300","448,390","447,040",260,0.06%,2023/01/31,1401/11/11
"445,400","443,300","447,400","447,300",1250,0.28%,2023/01/30,1401/11/10
"448,890","443,800","450,400","446,050",2160,0.48%,2023/01/29,1401/11/09
"437,520","437,000","449,300","448,210",10130,2.31%,2023/01/28,1401/11/08
"446,915","435,407","450,222","438,080",7480,1.71%,2023/01/25,1401/11/05
"430,600","427,410","441,400","437,620",1770,0.41%,2023/01/24,1401/11/04
"447,890","435,300","448,570","435,850",12470,2.86%,2023/01/23,1401/11/03
"446,460","444,800","451,600","448,320",1080,0.24%,2023/01/22,1401/11/02
"449,920","444,800","454,600","449,400",9639,2.19%,2023/01/21,1401/11/01
"428,533","420,005","444,730","439,761",11441,2.67%,2023/01/18,1401/10/28
"419,870","419,620","432,100","431,800",12990,3.1%,2023/01/17,1401/10/27
"415,370","414,620","419,100","418,810",7640,1.86%,2023/01/16,1401/10/26
"409,510","409,010","411,400","411,170",1400,0.34%,2023/01/15,1401/10/25
"408,680","407,800","410,100","409,770",357,0.09%,2023/01/14,1401/10/24
"409,342","403,529","415,472","409,413",2207,0.54%,2023/01/11,1401/10/21
"408,860","407,600","412,100","408,300",650,0.16%,2023/01/10,1401/10/20
"409,410","403,200","414,650","407,650",850,0.21%,2023/01/08,1401/10/18
"416,950","408,500","419,400","410,890",16060,4.07%,2023/01/07,1401/10/17
"394,830","394,830","394,830","394,830",5790,1.47%,2023/01/05,1401/10/15
"393,590","393,320","401,100","400,620",3070,0.77%,2023/01/04,1401/10/14
"400,910","394,310","401,100","397,550",170,0.04%,2023/01/03,1401/10/13
"409,350","394,420","409,590","397,380",12150,3.06%,2023/01/02,1401/10/12
"409,530","409,320","409,590","409,530",2210,0.54%,2023/01/01,1401/10/11
"400,030","397,020","413,090","411,740",4410,1.07%,2022/12/31,1401/10/10
"416,150","416,150","416,150","416,150",18210,4.38%,2022/12/29,1401/10/08
"440,230","429,320","442,090","434,360",37150,9.35%,2022/12/28,1401/10/07
"397,210","397,210","397,210","397,210",17730,4.46%,2022/12/26,1401/10/05
"415,470","411,820","419,090","414,940",4910,1.2%,2022/12/25,1401/10/04
"406,060","405,620","412,090","410,030",19530,5%,2022/12/24,1401/10/03
"390,500","390,500","390,500","390,500",7110,1.82%,2022/12/22,1401/10/01
"398,770","396,720","398,890","397,610",1280,0.32%,2022/12/21,1401/09/30
"390,890","390,020","397,660","396,330",4870,1.24%,2022/12/20,1401/09/29
"396,610","388,220","396,890","391,460",5330,1.36%,2022/12/19,1401/09/28
"392,560","392,320","397,090","396,790",3520,0.9%,2022/12/18,1401/09/27
"394,940","391,220","396,090","393,270",14990,3.96%,2022/12/17,1401/09/26
"378,280","378,280","378,280","378,280",-,-,2022/12/15,1401/09/24
"383,770","376,200","389,260","378,280",5110,1.35%,2022/12/14,1401/09/23
"386,060","378,120","388,290","383,390",1780,0.46%,2022/12/13,1401/09/22
"380,080","379,320","385,590","385,170",5610,1.48%,2022/12/12,1401/09/21
"373,820","373,320","379,590","379,560",6740,1.81%,2022/12/11,1401/09/20
"370,470","369,520","373,690","372,820",2631,0.71%,2022/12/10,1401/09/19
"366,705","361,094","377,037","370,189",6229,1.71%,2022/12/07,1401/09/16
"361,880","360,420","362,890","362,890",1020,0.28%,2022/12/06,1401/09/15
"363,890","361,320","363,890","361,870",1280,0.35%,2022/12/05,1401/09/14
"362,950","362,320","364,790","363,150",40,0.01%,2022/12/04,1401/09/13
"358,020","357,520","363,590","363,110",5160,1.44%,2022/12/03,1401/09/12
"357,950","357,950","357,950","357,950",930,0.26%,2022/12/01,1401/09/10
"351,956","351,774","360,710","358,880",1880,0.53%,2022/11/30,1401/09/09
"354,050","353,157","357,124","357,000",1950,0.55%,2022/11/29,1401/09/08
"360,650","358,000","361,050","355,050",5300,1.49%,2022/11/28,1401/09/07
"361,350","359,200","362,250","360,350",236,0.07%,2022/11/27,1401/09/06
"355,046","354,246","360,630","360,114",10214,2.92%,2022/11/26,1401/09/05
"349,900","349,900","349,900","349,900",4693,1.34%,2022/11/24,1401/09/03
"352,352","352,258","356,357","354,593",533,0.15%,2022/11/23,1401/09/02
"357,234","353,988","357,380","355,126",1454,0.41%,2022/11/22,1401/09/01
"355,152","352,805","356,852","356,580",462,0.13%,2022/11/21,1401/08/30
"355,368","354,056","357,704","357,042",3951,1.12%,2022/11/20,1401/08/29
"352,440","351,280","354,206","353,091",5581,1.61%,2022/11/19,1401/08/28
"347,510","347,510","347,510","347,510",2194,0.63%,2022/11/17,1401/08/26
"356,902","348,636","357,176","349,704",4965,1.42%,2022/11/16,1401/08/25
"355,411","353,117","355,671","354,669",1281,0.36%,2022/11/15,1401/08/24
"352,093","351,685","356,604","355,950",2060,0.58%,2022/11/14,1401/08/23
"353,980","352,850","358,520","358,010",3590,1.01%,2022/11/13,1401/08/22
"348,960","348,650","355,620","354,420",3830,1.09%,2022/11/12,1401/08/21
"350,590","350,590","350,590","350,590",-,-,2022/11/10,1401/08/19
"354,220","348,350","354,220","350,590",3420,0.98%,2022/11/09,1401/08/18
"361,560","353,950","362,600","354,010",7820,2.21%,2022/11/08,1401/08/17
"367,030","361,400","367,600","361,830",140,0.04%,2022/11/07,1401/08/16
"361,510","360,930","362,200","361,970",670,0.19%,2022/11/06,1401/08/15
"360,780","357,400","363,100","362,640",12477,3.56%,2022/11/05,1401/08/14
"350,266","343,019","357,341","350,163",1523,0.44%,2022/11/02,1401/08/11
"338,840","338,710","346,600","346,060",11340,3.39%,2022/11/01,1401/08/10
"333,590","332,900","334,900","334,720",2270,0.68%,2022/10/31,1401/08/09
"330,030","329,900","332,800","332,450",2710,0.82%,2022/10/30,1401/08/08
"329,040","328,300","330,100","329,740",780,0.24%,2022/10/29,1401/08/07
"330,520","330,520","330,520","330,520",50,0.02%,2022/10/27,1401/08/05
"330,210","329,900","330,900","330,570",1690,0.51%,2022/10/26,1401/08/04
"328,800","327,800","329,000","328,880",180,0.05%,2022/10/25,1401/08/03
"327,940","327,710","328,900","328,700",1070,0.33%,2022/10/24,1401/08/02
"327,300","326,200","328,090","327,630",490,0.15%,2022/10/23,1401/08/01
"328,460","327,530","329,100","328,120",1570,0.48%,2022/10/22,1401/07/30
"326,550","326,550","326,550","326,550",40,0.01%,2022/10/20,1401/07/28
"327,210","325,700","327,300","326,510",1430,0.44%,2022/10/19,1401/07/27
"329,410","327,900","329,600","327,940",510,0.16%,2022/10/18,1401/07/26
"327,020","326,400","328,600","328,450",120,0.04%,2022/10/17,1401/07/25
"329,710","328,300","329,900","328,570",2640,0.8%,2022/10/16,1401/07/24
"329,210","328,900","331,600","331,210",1750,0.53%,2022/10/15,1401/07/23
"329,460","329,460","329,460","329,460",80,0.02%,2022/10/13,1401/07/21
"326,210","326,100","329,590","329,540",3060,0.94%,2022/10/12,1401/07/20
"327,070","325,600","327,600","326,480",930,0.28%,2022/10/11,1401/07/19
"324,950","324,720","328,200","327,410",2500,0.77%,2022/10/10,1401/07/18
"323,120","320,800","325,700","324,910",1840,0.57%,2022/10/09,1401/07/17
"326,150","322,900","326,180","323,070",3246,1%,2022/10/08,1401/07/16
"327,686","323,052","330,045","326,316",4704,1.44%,2022/10/05,1401/07/13
"331,020","331,020","331,020","331,020",70,0.02%,2022/10/04,1401/07/12
"333,160","330,400","333,300","330,950",1470,0.44%,2022/10/03,1401/07/11
"333,530","330,700","334,600","332,420",900,0.27%,2022/10/02,1401/07/10
"327,310","325,700","332,600","331,520",13040,4.09%,2022/10/01,1401/07/09
"318,480","318,480","318,480","318,480",40,0.01%,2022/09/29,1401/07/07
"318,450","318,400","318,600","318,440",1630,0.51%,2022/09/28,1401/07/06
"316,810","316,810","316,810","316,810",200,0.06%,2022/09/26,1401/07/04
"317,010","317,010","317,010","317,010",350,0.11%,2022/09/24,1401/07/02
"316,660","316,660","316,660","316,660",70,0.02%,2022/09/22,1401/06/31
"316,050","314,900","317,800","316,730",400,0.13%,2022/09/21,1401/06/30
"316,300","315,600","317,300","317,130",390,0.12%,2022/09/20,1401/06/29
"317,270","315,400","317,600","316,740",200,0.06%,2022/09/19,1401/06/28
"315,370","314,600","317,000","316,540",980,0.31%,2022/09/18,1401/06/27
"315,560","315,560","315,560","315,560",20,0.01%,2022/09/15,1401/06/24
"315,900","315,410","316,800","315,540",1790,0.57%,2022/09/14,1401/06/23
"315,720","312,100","315,900","313,750",3310,1.05%,2022/09/13,1401/06/22
"310,100","309,700","317,600","317,060",7300,2.36%,2022/09/12,1401/06/21
"309,240","307,100","310,100","309,760",660,0.21%,2022/09/11,1401/06/20
"303,780","303,700","309,100","309,100",6690,2.21%,2022/09/10,1401/06/19
"302,410","302,410","302,410","302,410",30,0.01%,2022/09/08,1401/06/17
"301,410","300,900","303,100","302,380",230,0.08%,2022/09/07,1401/06/16
"301,150","299,700","302,600","302,150",270,0.09%,2022/09/06,1401/06/15
"302,040","301,100","303,100","302,420",160,0.05%,2022/09/05,1401/06/14
"302,370","297,410","302,500","302,260",380,0.13%,2022/09/04,1401/06/13
"300,920","300,900","303,300","302,640",4170,1.4%,2022/09/03,1401/06/12
"298,470","298,470","298,470","298,470",560,0.19%,2022/09/01,1401/06/10
"298,840","298,400","299,100","299,030",500,0.17%,2022/08/31,1401/06/09
"302,000","299,400","302,300","299,530",950,0.32%,2022/08/30,1401/06/08
"296,490","295,100","298,800","298,580",1460,0.49%,2022/08/29,1401/06/07
"295,210","294,900","297,900","297,120",1380,0.47%,2022/08/28,1401/06/06
"297,270","294,900","298,600","295,740",2011,0.68%,2022/08/27,1401/06/05
"298,826","295,756","303,696","297,751",631,0.21%,2022/08/24,1401/06/02
"291,010","290,300","291,300","290,870",2480,0.85%,2022/08/23,1401/06/01
"294,470","291,200","296,000","293,350",90,0.03%,2022/08/22,1401/05/31
"294,740","292,400","297,800","293,440",2930,1.01%,2022/08/21,1401/05/30
"281,220","281,200","291,080","290,510",534,0.18%,2022/08/20,1401/05/29
"297,067","285,887","299,265","289,976",10374,3.58%,2022/08/17,1401/05/26
"298,520","297,100","299,300","297,730",4650,1.56%,2022/08/16,1401/05/25
"304,530","302,200","305,500","302,380",350,0.12%,2022/08/15,1401/05/24
"305,160","300,400","305,300","302,030",1080,0.36%,2022/08/14,1401/05/23
"301,390","300,100","303,300","303,110",6916,2.28%,2022/08/13,1401/05/22
"310,762","306,708","315,951","310,026",1784,0.58%,2022/08/10,1401/05/19
"313,760","310,700","313,900","311,580",6192,1.99%,2022/08/09,1401/05/18
"321,385","314,403","325,627","317,772",2618,0.83%,2022/08/05,1401/05/14
"314,636","311,646","317,927","315,154",84,0.03%,2022/08/03,1401/05/12
"314,590","311,300","315,200","311,750",4740,1.52%,2022/08/02,1401/05/11
"317,720","316,400","318,100","316,490",540,0.17%,2022/08/01,1401/05/10
"317,420","316,300","317,700","317,030",730,0.23%,2022/07/31,1401/05/09
"319,450","317,700","319,600","317,760",1479,0.47%,2022/07/30,1401/05/08
"319,136","314,157","325,623","319,239",29,0.01%,2022/07/27,1401/05/05
"319,310","319,300","320,100","320,050",420,0.13%,2022/07/26,1401/05/04
"318,640","318,500","320,300","319,630",1150,0.36%,2022/07/25,1401/05/03
"320,120","318,300","320,300","318,480",1990,0.62%,2022/07/24,1401/05/02
"320,390","319,300","321,200","320,470",1640,0.51%,2022/07/23,1401/05/01
"320,470","314,710","326,910","318,830",130,0.04%,2022/07/20,1401/04/29
"318,180","317,400","319,100","318,000",885,0.28%,2022/07/19,1401/04/28
"319,705","314,420","322,774","318,885",2375,0.74%,2022/07/16,1401/04/25
"321,528","315,418","328,798","322,036",1266,0.39%,2022/07/13,1401/04/22
"316,890","315,900","316,900","316,030",50,0.02%,2022/07/12,1401/04/21
"316,000","315,800","316,400","316,080",737,0.23%,2022/07/11,1401/04/20
"313,722","311,369","321,397","315,343",1305,0.42%,2022/07/08,1401/04/17
"314,226","310,583","319,442","314,038",1478,0.47%,2022/07/06,1401/04/15
"317,120","314,700","317,600","315,330",1180,0.38%,2022/07/05,1401/04/14
"318,320","314,110","318,500","314,150",4050,1.29%,2022/07/04,1401/04/13
"317,160","312,100","318,400","318,200",3690,1.16%,2022/07/03,1401/04/12
"326,030","320,900","326,900","321,890",451,0.14%,2022/07/02,1401/04/11
"319,147","313,849","326,260","321,439",1509,0.47%,2022/06/29,1401/04/08
"310,460","309,700","312,500","311,750",4490,1.46%,2022/06/28,1401/04/07
"306,670","305,600","307,900","307,260",2140,0.7%,2022/06/27,1401/04/06
"310,450","304,600","311,800","305,120",8300,2.72%,2022/06/26,1401/04/05
"316,790","313,300","316,900","313,420",3857,1.23%,2022/06/25,1401/04/04
"319,489","315,658","323,514","317,277",493,0.16%,2022/06/22,1401/04/01
"319,690","318,600","320,300","319,780",2930,0.92%,2022/06/21,1401/03/31
"318,040","316,500","318,600","316,850",250,0.08%,2022/06/20,1401/03/30
"318,260","316,600","318,400","317,100",300,0.09%,2022/06/19,1401/03/29
"319,880","316,600","320,400","316,800",968,0.31%,2022/06/18,1401/03/28
"318,001","316,083","324,011","317,768",818,0.26%,2022/06/15,1401/03/25
"319,980","315,400","320,800","315,680",5680,1.8%,2022/06/14,1401/03/24
"324,280","321,300","325,500","321,360",5280,1.64%,2022/06/13,1401/03/23
"327,820","325,600","328,500","326,640",2760,0.84%,2022/06/12,1401/03/22
"322,510","321,400","331,000","329,400",8100,2.52%,2022/06/11,1401/03/21
"320,373","313,997","326,248","321,300",1140,0.36%,2022/06/08,1401/03/18
"317,870","316,600","319,500","317,030",880,0.28%,2022/06/07,1401/03/17
"313,370","312,100","318,390","317,910",4976,1.59%,2022/06/06,1401/03/16
"315,031","306,863","318,149","312,934",74,0.02%,2022/06/01,1401/03/11
"310,400","309,400","315,300","315,180",5150,1.66%,2022/05/31,1401/03/10
"308,150","308,100","311,100","310,030",1670,0.54%,2022/05/30,1401/03/09
"305,910","305,800","308,900","308,360",2700,0.88%,2022/05/29,1401/03/08
"303,020","302,700","306,800","305,660",1983,0.65%,2022/05/28,1401/03/07
"303,555","299,730","305,256","303,677",637,0.21%,2022/05/25,1401/03/04
"301,810","299,900","301,900","301,240",630,0.21%,2022/05/24,1401/03/03
"303,430","301,700","304,200","301,870",570,0.19%,2022/05/23,1401/03/02
"303,050","300,000","303,500","302,440",790,0.26%,2022/05/22,1401/03/01
"302,800","302,300","305,500","303,230",3670,1.23%,2022/05/21,1401/02/31
"300,319","295,695","303,652","299,560",540,0.18%,2022/05/18,1401/02/28
"301,990","299,800","302,000","301,120",1200,0.4%,2022/05/17,1401/02/27
"305,680","302,300","305,800","302,320",3020,1%,2022/05/16,1401/02/26
"306,340","304,000","306,600","305,340",330,0.11%,2022/05/15,1401/02/25
"302,300","299,000","306,000","305,670",49770,19.45%,2022/05/14,1401/02/24
"255,900","255,900","255,900","255,900",100,0.04%,2022/05/12,1401/02/22
"255,800","255,800","255,800","255,800",19632,7.67%,2022/05/11,1401/02/21
"282,216","272,732","286,505","275,432",15638,5.68%,2022/05/09,1401/02/19
"285,540","284,900","285,700","285,460",1810,0.64%,2022/05/08,1401/02/18
"284,050","283,200","284,700","283,650",3090,1.1%,2022/05/07,1401/02/17
"280,560","280,560","280,560","280,560",350,0.12%,2022/05/05,1401/02/15
"280,210","280,210","280,210","280,210",2330,0.83%,2022/05/02,1401/02/12
"281,650","281,100","282,600","282,540",960,0.34%,2022/05/01,1401/02/11
"280,950","280,900","281,900","281,580",1780,0.64%,2022/04/30,1401/02/10
"279,800","279,800","279,800","279,800",1730,0.62%,2022/04/28,1401/02/08
"280,720","279,600","281,800","281,530",610,0.22%,2022/04/27,1401/02/07
"279,210","279,200","281,900","280,920",1700,0.61%,2022/04/26,1401/02/06
"278,350","278,300","280,600","279,220",800,0.29%,2022/04/25,1401/02/05
"277,740","277,000","278,800","278,420",220,0.08%,2022/04/24,1401/02/04
"278,640","278,640","278,640","278,640",20,0.01%,2022/04/21,1401/02/01
"277,490","277,400","279,200","278,620",1160,0.42%,2022/04/20,1401/01/31
"275,700","275,500","278,200","277,460",1650,0.6%,2022/04/19,1401/01/30
"276,510","275,500","278,100","275,810",880,0.32%,2022/04/18,1401/01/29
"278,420","276,000","279,900","276,690",2480,0.9%,2022/04/17,1401/01/28
"278,920","278,900","281,400","279,170",1260,0.45%,2022/04/16,1401/01/27
"277,910","277,320","277,910","277,910",-,-,2022/04/14,1401/01/25
"277,920","277,800","278,000","277,910",260,0.09%,2022/04/13,1401/01/24
"281,160","277,800","281,200","278,170",2960,1.06%,2022/04/12,1401/01/23
"280,810","280,700","282,700","281,130",550,0.2%,2022/04/11,1401/01/22
"279,620","279,600","281,800","280,580",630,0.23%,2022/04/10,1401/01/21
"277,390","276,700","280,100","279,950",5120,1.86%,2022/04/09,1401/01/20
"274,830","274,830","274,830","274,830",1200,0.44%,2022/04/07,1401/01/18
"273,920","273,800","277,300","276,030",2090,0.76%,2022/04/06,1401/01/17
"276,920","273,120","277,100","273,940",3230,1.18%,2022/04/05,1401/01/16
"272,220","272,200","277,400","277,170",5220,1.92%,2022/04/04,1401/01/15
"269,140","269,000","272,300","271,950",810,0.3%,2022/04/03,1401/01/14
"271,140","271,140","271,140","271,140",120,0.04%,2022/03/31,1401/01/11
"270,460","269,950","271,500","271,260",760,0.28%,2022/03/30,1401/01/10
"271,800","269,450","272,000","270,500",70,0.03%,2022/03/29,1401/01/09
"267,400","267,050","270,700","270,430",3980,1.49%,2022/03/28,1401/01/08
"262,750","262,500","267,490","266,450",3710,1.41%,2022/03/27,1401/01/07
"262,210","262,100","262,750","262,740",220,0.08%,2022/03/26,1401/01/06
"262,120","258,420","267,840","262,520",220,0.08%,2022/03/18,1400/12/27
"262,300","262,300","262,300","262,300",60,0.02%,2022/03/17,1400/12/26
"262,060","262,050","262,300","262,240",1530,0.58%,2022/03/16,1400/12/25
"262,560","262,350","264,400","263,770",90,0.03%,2022/03/15,1400/12/24
"263,440","263,150","265,900","263,680",920,0.35%,2022/03/14,1400/12/23
"262,550","261,550","263,100","262,760",1600,0.61%,2022/03/13,1400/12/22
"260,740","260,650","265,900","264,360",7400,2.88%,2022/03/12,1400/12/21
"256,960","256,960","256,960","256,960",150,0.06%,2022/03/10,1400/12/19
"257,770","256,570","258,300","256,810",780,0.3%,2022/03/09,1400/12/18
"258,750","254,850","259,000","257,590",2790,1.08%,2022/03/08,1400/12/17
"258,860","258,650","262,600","260,380",2270,0.88%,2022/03/07,1400/12/16
"254,750","254,270","258,900","258,110",3710,1.46%,2022/03/06,1400/12/15
"252,610","251,250","254,400","254,400",1750,0.69%,2022/03/05,1400/12/14
"256,150","256,150","256,150","256,150",80,0.03%,2022/03/03,1400/12/12
"255,530","255,350","257,800","256,070",3580,1.4%,2022/03/02,1400/12/11
"259,650","259,650","259,650","259,650",140,0.05%,2022/02/28,1400/12/09
"259,860","259,550","260,300","259,790",60,0.02%,2022/02/27,1400/12/08
"260,140","259,350","260,400","259,850",1590,0.61%,2022/02/26,1400/12/07
"261,440","261,440","261,440","261,440",110,0.04%,2022/02/24,1400/12/05
"261,690","259,850","262,100","261,550",2060,0.79%,2022/02/23,1400/12/04
"262,080","259,350","262,600","259,490",1080,0.42%,2022/02/22,1400/12/03
"258,540","258,360","261,900","260,570",2650,1.03%,2022/02/21,1400/12/02
"255,380","254,850","258,400","257,920",3750,1.48%,2022/02/20,1400/12/01
"258,800","254,050","258,800","254,170",8260,3.25%,2022/02/19,1400/11/30
"261,437","259,763","264,162","262,430",690,0.26%,2022/02/16,1400/11/27
"269,429","264,362","273,766","269,153",497,0.18%,2022/02/13,1400/11/24
"264,490","264,260","268,800","268,670",6400,2.44%,2022/02/12,1400/11/23
"262,270","262,270","262,270","262,270",50,0.02%,2022/02/10,1400/11/21
"262,390","262,150","262,400","262,320",80,0.03%,2022/02/09,1400/11/20
"263,690","260,650","263,700","262,240",1720,0.66%,2022/02/08,1400/11/19
"262,070","259,250","262,400","260,520",4080,1.57%,2022/02/07,1400/11/18
"266,690","263,750","266,900","264,600",3000,1.13%,2022/02/06,1400/11/17
"261,170","261,050","267,800","267,600",5050,1.89%,2022/02/05,1400/11/16
"272,650","272,650","272,650","272,650",160,0.06%,2022/02/03,1400/11/14
"273,050","271,950","274,000","272,810",270,0.1%,2022/02/02,1400/11/13
"273,770","272,250","274,200","272,540",2060,0.76%,2022/02/01,1400/11/12
"277,540","273,750","277,600","274,600",2310,0.84%,2022/01/31,1400/11/11
"278,810","276,350","278,990","276,910",1910,0.69%,2022/01/30,1400/11/10
"277,880","277,750","279,400","278,820",1110,0.4%,2022/01/29,1400/11/09
"277,710","277,710","277,710","277,710",190,0.07%,2022/01/27,1400/11/07
"277,240","276,850","278,100","277,900",680,0.24%,2022/01/26,1400/11/06
"279,020","278,360","281,300","278,580",790,0.28%,2022/01/25,1400/11/05
"278,170","277,350","278,800","277,790",1860,0.67%,2022/01/24,1400/11/04
"279,300","278,850","281,400","279,650",1960,0.71%,2022/01/23,1400/11/03
"274,750","274,350","277,800","277,690",2440,0.89%,2022/01/22,1400/11/02
"275,250","275,250","275,250","275,250",110,0.04%,2022/01/20,1400/10/30
"274,650","274,550","275,600","275,140",400,0.15%,2022/01/19,1400/10/29
"274,270","274,050","276,100","274,740",1310,0.48%,2022/01/18,1400/10/28
"271,870","271,250","274,600","273,430",400,0.15%,2022/01/17,1400/10/27
"271,690","271,550","273,290","273,030",2050,0.75%,2022/01/16,1400/10/26
"276,450","273,710","276,600","275,080",8460,3.17%,2022/01/15,1400/10/25
"266,620","266,620","266,620","266,620",12980,4.87%,2022/01/13,1400/10/23
"278,450","277,350","280,280","279,600",2510,0.91%,2022/01/12,1400/10/22
"280,350","276,350","280,400","277,090",3290,1.19%,2022/01/11,1400/10/21
"283,020","279,350","284,300","280,380",1560,0.56%,2022/01/10,1400/10/20
"273,650","272,390","279,100","278,820",5070,1.85%,2022/01/09,1400/10/19
"279,940","273,560","281,800","273,750",9985,3.65%,2022/01/08,1400/10/18
"289,621","278,230","291,851","283,735",2695,0.95%,2022/01/04,1400/10/14
"293,180","289,570","293,600","290,320",2330,0.8%,2022/01/03,1400/10/13
"294,190","292,050","294,300","292,650",2830,0.97%,2022/01/02,1400/10/12
"296,110","293,350","296,190","295,480",21600,7.89%,2022/01/01,1400/10/11
"273,880","273,880","273,880","273,880",24300,8.87%,2021/12/30,1400/10/09
"297,740","297,250","299,100","298,180",1590,0.54%,2021/12/29,1400/10/08
"296,800","296,060","297,800","296,590",1380,0.47%,2021/12/28,1400/10/07
"296,810","294,650","296,900","295,210",3360,1.14%,2021/12/27,1400/10/06
"298,930","298,150","299,300","298,570",800,0.27%,2021/12/26,1400/10/05
"298,260","297,650","299,800","299,370",761,0.25%,2021/12/25,1400/10/04
"300,527","295,088","302,300","300,131",599,0.2%,2021/12/22,1400/10/01
"302,880","300,350","303,500","300,770",1010,0.34%,2021/12/21,1400/09/30
"301,100","300,650","302,500","301,780",1070,0.36%,2021/12/20,1400/09/29
"299,480","298,650","301,800","300,710",1610,0.54%,2021/12/19,1400/09/28
"297,380","297,260","299,600","299,100",24930,9.09%,2021/12/18,1400/09/27
"274,170","274,170","274,170","274,170",25330,9.24%,2021/12/16,1400/09/25
"301,810","298,850","302,400","299,500",1840,0.61%,2021/12/15,1400/09/24
"305,730","301,050","305,890","301,340",880,0.29%,2021/12/14,1400/09/23
"294,660","294,460","302,370","302,220",4500,1.51%,2021/12/13,1400/09/22
"300,450","295,350","300,900","297,720",3880,1.3%,2021/12/12,1400/09/21
"304,030","300,050","304,100","301,600",24560,8.87%,2021/12/11,1400/09/20
"277,040","277,040","277,040","277,040",30020,10.84%,2021/12/09,1400/09/18
"307,760","306,550","307,760","307,060",50,0.02%,2021/12/08,1400/09/17
"307,480","306,550","308,600","307,010",80,0.03%,2021/12/07,1400/09/16
"308,670","306,350","310,600","306,930",2780,0.91%,2021/12/06,1400/09/15
"304,920","304,550","310,090","309,710",6330,2.09%,2021/12/05,1400/09/14
"303,870","302,250","305,100","303,380",30140,11.03%,2021/12/04,1400/09/13
"273,240","273,240","273,240","273,240",20150,7.37%,2021/12/02,1400/09/11
"292,350","292,050","294,000","293,390",1490,0.51%,2021/12/01,1400/09/10
"289,370","289,050","292,500","291,900",1360,0.47%,2021/11/30,1400/09/09
"291,200","287,790","294,400","290,540",3810,1.31%,2021/11/29,1400/09/08
"294,250","292,950","294,900","294,350",370,0.13%,2021/11/28,1400/09/07
"290,650","290,550","294,800","294,720",6640,2.3%,2021/11/27,1400/09/06
"288,080","288,080","288,080","288,080",1690,0.59%,2021/11/25,1400/09/04
"290,710","289,450","290,820","289,770",1890,0.65%,2021/11/24,1400/09/03
"287,400","287,150","293,070","291,660",5220,1.82%,2021/11/23,1400/09/02
"285,510","285,250","286,600","286,440",2040,0.72%,2021/11/22,1400/09/01
"282,590","281,850","284,400","284,400",1510,0.53%,2021/11/21,1400/08/30
"280,370","280,130","283,400","282,890",3910,1.4%,2021/11/20,1400/08/29
"278,980","278,980","278,980","278,980",2420,0.87%,2021/11/18,1400/08/27
"282,990","281,350","283,000","281,400",2140,0.76%,2021/11/17,1400/08/26
"283,860","282,750","284,000","283,540",2060,0.73%,2021/11/16,1400/08/25
"279,920","279,430","281,800","281,480",1080,0.39%,2021/11/15,1400/08/24
"283,370","269,700","283,550","280,400",4840,1.73%,2021/11/14,1400/08/23
"286,510","284,900","287,480","285,240",1000,0.35%,2021/11/13,1400/08/22
"284,240","284,240","284,240","284,240",-,-,2021/11/11,1400/08/20
"283,150","283,100","284,480","284,240",480,0.17%,2021/11/10,1400/08/19
"281,710","281,400","283,880","283,760",2700,0.96%,2021/11/09,1400/08/18
"280,380","280,200","281,780","281,060",810,0.29%,2021/11/08,1400/08/17
"279,960","279,700","281,380","280,250",370,0.13%,2021/11/07,1400/08/16
"278,080","277,200","280,080","279,880",3370,1.22%,2021/11/06,1400/08/15
"276,510","276,510","276,510","276,510",60,0.02%,2021/11/04,1400/08/13
"277,140","276,300","277,280","276,570",2410,0.87%,2021/11/03,1400/08/12
"275,910","275,800","279,280","278,980",2950,1.07%,2021/11/02,1400/08/11
"275,100","275,100","276,080","276,030",990,0.36%,2021/11/01,1400/08/10
"276,030","274,700","276,380","275,040",720,0.26%,2021/10/31,1400/08/09
"275,320","274,300","276,080","275,760",810,0.29%,2021/10/30,1400/08/08
"276,570","276,570","276,570","276,570",100,0.04%,2021/10/28,1400/08/06
"277,020","276,400","277,080","276,670",200,0.07%,2021/10/27,1400/08/05
"275,600","275,400","278,080","276,870",1260,0.46%,2021/10/26,1400/08/04
"275,030","273,900","275,780","275,610",420,0.15%,2021/10/25,1400/08/03
"276,030","276,030","276,030","276,030",1880,0.69%,2021/10/23,1400/08/01
"274,150","274,150","274,150","274,150",60,0.02%,2021/10/21,1400/07/29
