sub0,sub1,sub2,sub3,sub4,sub5,sub6,sub7,Indicator,Source,Time,Value,Unit,Details
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1380-05,9.300,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1380-06,9.300,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1380-07,9.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1380-08,9.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1380-09,9.600,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1380-10,9.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1380-11,9.800,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1380-12,10.000,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1381-01,10.200,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1381-02,10.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1381-03,10.600,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1381-04,10.600,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1381-05,10.600,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1381-06,10.800,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1381-07,10.800,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1381-08,11.000,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1381-09,11.200,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1381-10,11.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1381-11,11.600,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1381-12,11.800,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1382-01,12.000,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1382-02,12.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1382-03,12.300,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1382-04,12.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1382-05,12.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1382-06,12.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1382-07,12.500,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1382-08,12.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1382-09,12.900,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1382-10,13.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1382-11,13.200,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1382-12,13.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1383-01,13.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1383-02,13.900,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1383-03,14.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1383-04,14.300,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1383-05,14.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1383-06,14.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1383-07,14.600,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1383-08,14.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1383-09,14.800,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1383-10,15.000,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1383-11,15.200,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1383-12,15.500,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1384-01,16.000,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1384-02,15.900,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1384-03,15.800,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1384-04,15.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1384-05,15.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1384-06,15.800,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1384-07,15.900,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1384-08,16.000,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1384-09,16.200,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1384-10,16.300,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1384-11,16.500,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1384-12,16.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1385-01,16.900,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1385-02,17.000,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1385-03,17.300,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1385-04,17.300,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1385-05,17.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1385-06,17.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1385-07,17.900,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1385-08,18.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1385-09,18.500,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1385-10,18.900,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1385-11,19.200,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1385-12,19.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1386-01,19.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1386-02,19.800,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1386-03,20.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1386-04,20.200,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1386-05,20.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1386-06,20.900,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1386-07,21.200,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1386-08,21.600,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1386-09,22.200,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1386-10,22.500,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1386-11,23.000,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1386-12,23.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1387-01,24.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1387-02,24.800,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1387-03,25.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1387-04,25.500,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1387-05,26.000,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1387-06,27.000,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1387-07,27.500,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1387-08,27.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1387-09,28.000,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1387-10,27.900,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1387-11,27.800,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1387-12,27.900,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1388-01,28.200,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1388-02,28.600,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1388-03,29.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1388-04,29.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1388-05,29.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1388-06,29.500,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1388-07,29.600,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1388-08,29.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1388-09,30.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1388-10,30.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1388-11,30.300,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1388-12,30.800,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1389-01,31.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1389-02,31.200,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1389-03,31.500,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1389-04,31.800,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1389-05,32.200,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1389-06,32.500,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1389-07,33.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1389-08,33.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1389-09,33.900,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1389-10,34.800,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1389-11,35.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1389-12,36.900,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1390-01,37.500,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1390-02,38.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1390-03,38.600,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1390-04,38.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1390-05,39.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1390-06,39.800,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1390-07,40.200,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1390-08,40.800,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1390-09,41.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1390-10,42.000,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1390-11,43.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1390-12,44.500,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1391-01,45.500,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1391-02,46.600,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1391-03,47.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1391-04,48.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1391-05,48.900,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1391-06,50.300,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1391-07,52.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1391-08,55.200,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1391-09,56.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1391-10,57.500,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1391-11,60.500,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1391-12,62.900,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1392-01,64.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1392-02,66.000,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1392-03,68.300,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1392-04,69.200,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1392-05,70.000,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1392-06,71.200,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1392-07,72.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1392-08,72.800,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1392-09,73.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1392-10,74.000,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1392-11,74.300,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1392-12,75.200,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1393-01,76.000,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1393-02,76.900,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1393-03,78.200,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1393-04,79.300,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1393-05,80.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1393-06,81.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1393-07,82.600,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1393-08,83.800,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1393-09,85.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1393-10,85.600,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1393-11,86.300,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1393-12,87.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1394-01,88.500,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1394-02,89.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1394-03,90.900,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1394-04,90.600,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1394-05,90.500,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1394-06,91.000,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1394-07,91.500,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1394-08,92.200,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1394-09,93.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1394-10,93.800,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1394-11,94.000,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1394-12,94.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1395-01,95.000,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1395-02,96.300,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1395-03,97.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1395-04,98.300,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1395-05,99.200,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1395-06,99.600,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1395-07,100.000,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1395-08,100.200,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1395-09,101.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1395-10,102.500,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1395-11,103.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1395-12,105.900,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1396-01,107.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1396-02,107.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1396-03,107.800,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1396-04,107.500,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1396-05,107.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1396-06,108.000,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1396-07,108.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1396-08,109.800,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1396-09,111.900,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1396-10,112.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1396-11,113.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1396-12,114.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1397-01,115.600,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1397-02,117.500,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1397-03,122.600,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1397-04,126.800,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1397-05,133.800,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1397-06,141.900,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1397-07,148.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1397-08,153.600,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1397-09,159.300,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1397-10,162.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1397-11,167.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1397-12,176.800,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1398-01,182.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1398-02,188.200,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1398-03,192.600,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1398-04,196.900,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1398-05,198.500,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1398-06,200.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1398-07,201.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1398-08,204.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1398-09,212.500,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1398-10,214.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1398-11,219.600,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1398-12,226.500,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1399-01,229.900,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1399-02,240.200,,Base year 1395
